date,state,positive,negative,pending,totalTestResultsSource,totalTestResults,totalTestResultsIncrease,hospitalizedCurrently,hospitalizedCumulative,inIcuCurrently,inIcuCumulative,onVentilatorCurrently,onVentilatorCumulative,recovered,dataQualityGrade,lastUpdateEt,dateModified,checkTimeEt,death,hospitalized,dateChecked,totalTestsViral,positiveTestsViral,negativeTestsViral,positiveCasesViral,deathConfirmed,deathProbable,totalTestEncountersViral,totalTestsPeopleViral,totalTestsAntibody,positiveTestsAntibody,negativeTestsAntibody,totalTestsPeopleAntibody,positiveTestsPeopleAntibody,negativeTestsPeopleAntibody,totalTestsPeopleAntigen,positiveTestsPeopleAntigen,totalTestsAntigen,positiveTestsAntigen,fips,positiveIncrease,negativeIncrease,total,posNeg,deathIncrease,hospitalizedIncrease,hash,commercialScore,negativeRegularScore,negativeScore,positiveScore,score,grade
20200930,NV,79980,618116,,NaN,698096,2376,452,,129,,70,,2220,A+,9/30/2020 02:59,2020-09-30T02:59:00Z,09/29 22:59,1600,,2020-09-30T02:59:00Z,1052436,,,79980,,,,696997,,,,,,,,,,,32,385,1991,698096,698096,7,0,c88a1cd5ce830fb36793bcd748f8d68a956e69e3,0,0,0,0,0,
20200930,NY,458649,10288664,,NaN,10747313,97960,605,89995,144,,67,,76754,B,9/29/2020 23:59,2020-09-29T23:59:00Z,09/29 19:59,25479,89995,2020-09-29T23:59:00Z,,,,458649,,,10747313,,,,,,,,,,,,36,1000,96960,10747313,10747313,9,0,1f350c9bedc8eca9b28700b1ec672bfadd1be048,0,0,0,0,0,
20200930,OH,153987,3011948,,NaN,3165935,24558,689,15516,194,3288,103,,132980,A+,9/30/2020 14:00,2020-09-30T14:00:00Z,09/30 10:00,4804,15516,2020-09-30T14:00:00Z,3157139,,,145191,4501,303,,,,,,,,,,,,,39,1080,23478,3165935,3165935,21,103,c88375227371e124fdd461ea7eb59663d393eb21,0,0,0,0,0,
20200930,OK,87199,1116829,4926,NaN,1204028,11625,628,6449,245,,,,73100,A+,9/30/2020 00:00,2020-09-30T00:00:00Z,09/29 20:00,1031,6449,2020-09-30T00:00:00Z,1217581,98631,1116829,87199,,,,,78836,3997,,,,,,,,,40,980,10645,1208954,1204028,13,83,d7eda2eab1464eac04166c6735c24f11a2bbce95,0,0,0,0,0,
20200930,OR,33509,652364,,NaN,685873,6490,170,2598,48,,14,,5720,A+,9/30/2020 04:00,2020-09-30T04:00:00Z,09/30 00:00,559,2598,2020-09-30T04:00:00Z,,,652364,31871,,,,684235,,,,,,,,,,,41,218,6272,685873,685873,4,40,26e8a38c7d821fac0a155f7bd01ed44c6974d921,0,0,0,0,0,
20200930,PA,158967,1879127,,NaN,2038094,13519,539,,,,66,,130352,A+,9/30/2020 12:00,2020-09-30T12:00:00Z,09/30 08:00,8142,,2020-09-30T12:00:00Z,3001641,,,153924,,,,2033051,,,,,,,,,,,42,1153,12366,2038094,2038094,19,0,81f789706263c341c9c9b6d5e08be69736551070,0,0,0,0,0,
20200930,PR,48755,305972,,NaN,354727,288,327,,62,,39,,,C,9/30/2020 00:00,2020-09-30T00:00:00Z,09/29 20:00,661,,2020-09-30T00:00:00Z,310546,7002,303412,24000,489,172,,,,24755,,,,,,,,,72,288,0,354727,354727,7,0,3bc70e367007067592a1dbe14dfbceb7a8004502,0,0,0,0,0,
20200930,RI,24748,315853,,NaN,769822,9594,103,2782,7,,6,,2322,A+,9/30/2020 12:00,2020-09-30T12:00:00Z,09/30 08:00,1114,2782,2020-09-30T12:00:00Z,,34686,735136,24748,,,769822,340601,,,,,,,,,,,44,192,2511,340601,340601,1,8,1c82392504350af657cdd06ee09c8c2eec983da9,0,0,0,0,0,
20200930,SC,147942,1161156,,NaN,1309098,8684,729,9160,184,,95,,71691,A+,9/29/2020 23:59,2020-09-29T23:59:00Z,09/29 19:59,3378,9160,2020-09-29T23:59:00Z,1304779,185912,1118867,143623,3186,192,,,71177,6958,64219,,,,,,47058,10494,45,308,8376,1309098,1309098,19,55,c471392284987e5863aaf898aed3e3b14a79917a,0,0,0,0,0,
20200930,SD,22389,168380,,NaN,190769,1623,212,1549,,,,,18508,A,9/29/2020 14:00,2020-09-29T14:00:00Z,09/29 10:00,223,1549,2020-09-29T14:00:00Z,269686,,,,,,,190769,,,,,,,,,,,46,392,1231,190769,190769,0,38,55d6d902d3489d02569869de966c79ce9723f785,0,0,0,0,0,
